證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 其他長期負債準備,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－認列對子公司所有權權益變動數,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 應收帳款－關係人,　　　　　 其他非流動資產－其他,　　　　 銀行借款,　　　 應付短期票券,　　　　 應付短期票券合計,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債評價調整－流動,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　　 其他應付款－其他,　　　　 其他短期負債準備,　　　　　 一年或一營業週期內到期長期借款,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 待出售非流動資產,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－受贈資產,　　　　　 資本公積－受贈資產合計,　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）,　　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）合計,　　　　 應付短期票券
2352,2015年09月30日,,,,              7677093,,                610333,,                231851,,             21994103,,              4068809,,                703394,,                204225,,             17747470,,                              0,,              2674982,              1496453,              4171435,             57408713,,,                949743,,             16479993,,             19707276,,              3073552,,                216499,              1841770,,,                197495,              2864280,,                163520,              3225295,             45494128,            102902841,,,,,             18049412,,                203745,,             23974167,,              1972414,,              8583353,                 25749,,                455153,,,              2965455,                634204,              3599659,             56863652,,,             12654955,,                880089,,                115357,,,                999798,                999798,                609302,              1609100,             15259501,             72123153,,,,             19667820,             19667820,,              1939137,,              3289742,,              1949658,                              0,             26846357,                              0,              3933331,             30779688,            102902841,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,2015年06月30日,,,,              9436706,,                440817,,                293974,,             20093485,,              4190740,,                434810,,                578323,,             17721402,,                              0,,              2490641,              1328813,              3819454,             57009711,,,              1098345,,             15800569,,             19159710,,              2983731,,                153266,              1829499,,,                199076,              2755331,,                171901,              3126308,             44151428,            101161139,,,,,             15429973,,                142707,,             22002220,,              2433968,,             10415750,                 28741,,                438887,,,              2519303,                578882,              3098185,             53990431,,,             15205868,,                842416,,                118000,,,                961979,                961979,                582740,              1544719,             17711003,             71701434,,,,             19667820,             19667820,,              1940718,,              2716538,,                992104,                              0,             25317180,                              0,              4142525,             29459705,            101161139,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,2015年03月31日,,,,             10550741,,                589033,,                373658,,             22065253,,              5089173,,                265854,,                194051,,             17217548,,                 54065,,              2110463,              1190615,              3301078,             59700454,,,              1259358,,             15936637,,             19464865,,              3051314,,                183940,              1790274,,,                206482,              2812195,,                171223,              3189900,             44876288,            104576742,,,,,             18375961,,                 18965,,             22989708,,              2319309,,              8755095,                 21161,,                465553,,,              2519109,                598669,              3117778,             56063530,,,             14521684,,                786304,,                138905,,,                956445,                956445,                547386,              1503831,             16950724,             73014254,,,,             19667820,             19667820,,              2000328,,              3176561,,              1955780,                              0,             26800489,                              0,              4761999,             31562488,            104576742,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,2014年12月31日,,,,              8988974,,                477624,,                534674,,             22879253,,              5337771,,                688988,,                182598,,             17772185,,                 54065,,              1595226,              1504410,              3099636,             60015768,,,                904407,,             15581079,,             19892498,,              3109718,,                208428,              1802527,,,                973520,              2860935,,                171250,              4005705,             45504362,            105520130,,,,,             14138414,,                120653,,             26167639,,              2672799,,              9631495,                 26705,,                500283,,,              3217919,                625377,              3843296,             57101284,,,             14943270,,                800880,,                147213,,,                961605,                961605,                531415,              1493020,             17384383,             74485667,,,,             19667820,             19667820,,              1990292,,              2556556,,              2072349,                              0,             26287017,                              0,              4747446,             31034463,            105520130,              0,              0,,                              0,              8988974,            105520130,,,,             14138414,,                120653,,             26167639,,              2672799,,              9631495,                 26705,,                500283,,,              3217919,                625377,              3843296,             57101284,,,             14943270,,                800880,                800880,,                147213,,,                961605,                961605,                531415,              1493020,             17384383,             74485667,,,,             19667820,             19667820,,                259674,              1730618,                              0,                              0,              1990292,,,              2426890,              2426890,              2426890,,              2202015,                              0,             26287017,                              0,              4747446,             31034463,              0,,,,,,,,,,,,,,,,,,,,,,,,
2352,2014年09月30日,,,,              9641240,,                536776,,                515674,,             23765228,,              5227066,,                319728,,                174626,,             16873524,,                              0,,              1280156,              1509593,              2789749,             59843611,,,                849159,,             15005733,,             19686197,,              3041918,,                168652,              1742545,,,                970462,              2837961,,                142207,              3950630,             44444834,            104288445,,,,,             15599560,,                143670,,             26843213,,              2237503,,              9820957,                 84341,,                488644,,,              2244626,                736581,              2981207,             58199095,,,             14380590,,                830579,,                 92177,,,                967130,                967130,                395916,              1363046,             16666392,             74865487,,,,             19667820,             19667820,,              2013524,,              1808616,,              1333082,                              0,             24823042,                              0,              4599916,             29422958,            104288445,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,2014年06月30日,,,,             10667458,,                401811,,                157271,,             19519627,,              5605314,,                691820,,                278015,,             14701666,,                              0,,              1327859,              1513136,              2840995,             54863977,,,              1095650,,             14086373,,             19475599,,              2980726,,                169519,              1735288,,,              1012683,              2783621,,                141444,              3937748,             43480903,             98344880,,,,,             14231739,,                 29616,,             22832525,,              1863994,,              9341631,                 91565,,                483220,,,              6325403,                642360,              6967763,             55842053,,,             12484198,,                816378,,                 94079,,,                964756,                964756,                380632,              1345388,             14740043,             70582096,,,,             19667820,             19667820,,              1999496,,                769861,,                847924,                    213,             23284888,                              0,              4477896,             27762784,             98344880,              0,         51299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,2014年03月31日,,,,             14532298,,                154660,,                              0,,             15890063,,              4327320,,                844327,,                147067,,             14456329,,                              0,,              1473502,              1836391,              3309893,             53702474,,,              1135895,,             13962995,,             19886643,,              2636200,,                187055,              1595310,,,              1035824,              2855209,,                127346,              4018379,             43422477,             97124951,,,,,             19522535,,                 53142,,             21517102,,              1835424,,              8039460,                 65115,,                531577,,,              4944129,                796110,              5740239,             57304594,,,             10490770,,                803242,,                 94341,,,                970155,                970155,                405732,              1375887,             12764240,             70068834,,,,             19667820,             19667820,,              1735553,,                -62991,,              1319648,                    213,             22659817,                              0,              4396300,             27056117,             97124951,              0,         51299,,                 40517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,2013年12月31日,,,,,,                249296,,                              0,,             12659185,,              2809182,,              1326076,,                153070,,             14671779,,                              0,,              1543985,              2289110,              3833095,             47181573,,,              1120158,,             13938461,,             20175295,,              2446934,,                174808,              1594881,,,              1002468,              2860969,,                116782,              3980219,             43430756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,         51299,,,             11479890,             90612329,,,,              9861956,,                 80302,,             22638888,,              1884581,,              8880205,                 62635,,                543748,,,              4062084,                693284,              4755368,             48707683,,,             16323515,,                707059,                707059,,                 93388,,,                975512,                975512,                380464,              1355976,             18479938,             67187621,,,,             19667820,             19667820,,                              0,                              0,                              0,                              0,                              0,,,               -447263,               -447263,               -447263,,              1331522,                    213,             20551866,                              0,              2872842,             23424708,              0,,,,,,,,,,,,,,,,,,,,,,,,
2352,2013年09月30日,,,,,,                172390,,                              0,,             13617678,,              3219820,,              1089698,,                163291,,             14780564,,,,              1683161,              2236333,              3919494,             45607508,,,              1001237,,             13809088,,             19931847,,              2295716,,                192564,              1548429,,,                986103,              2833364,,                237593,              4057060,             42835941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,         51299,,,              8644573,             88443449,,,,             14819022,,                 80893,,             21338748,,              1810172,,              8093345,                 37807,,                509699,,,              2018023,                682579,              2700602,             49390288,,,             14691063,,                761387,                761387,,                109680,,,              1003818,              1003818,                424744,              1428562,             16990692,             66380980,,,,             19667820,             19667820,,                              0,                              0,                              0,                              0,                              0,,,             -1109762,             -1109762,             -1109762,,                930610,                    213,             19488455,                              0,              2574014,             22062469,              0,,,,,,,,,,,,,,,,,,,,,,,,
2352,2013年06月30日,,,,,,                350860,,                              0,,             14219554,,              2744606,,              1189899,,                178655,,             14498595,,,,              1001841,              2495968,              3497809,             48422605,,,                911058,,             13730444,,             20265398,,              1982517,,                187371,              1549199,,,                968985,              2887390,,                355577,              4211952,             42837939,,,,,,,,,             21300065,,              1849401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,         51299,,,             11742627,             91260544,,,,             12524506,,                 53589,,             21300065,,              1849401,,              8064779,                 37309,,                514902,,,              2051803,                794943,              2846746,             47191297,,,             20035810,,                828074,                828074,,                111239,,,                990782,                990782,                408425,              1399207,             22374330,             69565627,,,,             19667820,             19667820,,                              0,                              0,                              0,                              0,                              0,,,             -1451985,             -1451985,             -1451985,,              1101520,                    213,             19317142,                              0,              2377775,             21694917,              0,              2744606,                355577,             12524506,,                              0,                 53589,,                              0,,                              0,              8064779,                514902,              2051803,,              1101520,,,,,,,,,
2352,2013年03月31日,,,,,,                293258,,,,             14910142,,              1879988,,                930087,,                122662,,             12987585,,,,              1023082,              2430527,              3453609,             46706066,,,                977553,,             13800542,,             20550932,,              1735836,,                156537,              1574007,,,                987845,              3006388,,                298925,              4293158,             43088565,,,,,,,,,             18382233,,              1536267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        292173,,                              0,             12128735,             89794631,,,,             16302334,,                 41900,,             18382233,,              1536267,,              7654425,                 17534,,                418940,,,              2493022,                606247,              3099269,             47452902,,,             18803708,,                984104,                984104,,                112143,,,                995910,                995910,                446366,              1442276,             21342231,             68795133,,,,             19667820,             19667820,,                              0,                              0,                 21447,                              0,                 21447,,,             -1823033,             -1823033,             -1823033,,                997563,                  6880,             18856917,                              0,              2142581,             20999498,              0,              1879988,                298925,             16302334,,                              0,                 41900,,                              0,,                              0,              7654425,                418940,              2493022,,                997563,,,,,,,,,
2352,2012年12月31日,,,,              8905101,,                321441,,                              0,,             10303134,,              2063434,,              1329124,,                110444,,             15015038,,                              0,,              1092903,              2783668,              3876571,             41924287,,,              2518580,,             13842756,,             20248325,,              1560698,,                162001,              1588145,,,                999581,              2942126,,                310059,              4251766,             44172271,,,,,,,,,             19709152,,              1635555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        292000,,,,             86096558,,,,              8137566,,                205165,,             19709152,,              1635555,,              8083198,                 29393,,                483416,,,              2140863,                594380,              2735243,             41018688,,,             22435632,,                864709,                864709,,                 94546,,,                970846,                970846,                355869,              1326715,             24721602,             65740290,,,,             19667820,             19667820,,,,,,                              0,,,               -977063,               -977063,               -977063,,               -323595,                  6880,             18360282,                              0,              1995986,             20356268,,              2063434,                310059,              8137566,,                              0,                205165,,                              0,,                              0,              8083198,                483416,              2140863,,               -323595,                              0,                              0,,                              0,,                              0,,                              0,
2352,2012年09月30日,,,,             10187888,,                375034,,                              0,,             11251240,,              2562682,,              1075649,,                136786,,             15747861,,                              0,,              2348579,              3604857,              5953436,             47290576,,,              2707968,,             14824255,,             19739536,,              1479422,,                203692,              1683981,,,                994726,              2768680,,                294044,              4057450,             44696304,,,,,,,,,             20813182,,              2386217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        936173,,,,             91986880,,,,             10466019,,                110949,,             20813182,,              2386217,,              7374813,                 23174,,                458291,,,              1846412,                875075,              2721487,             44354132,,,             23130119,,                988870,                988870,,                309121,,,                973436,                973436,                309136,              1282572,             25710682,             70064814,,,,             19667820,             19667820,,,,,,                              0,,,                275951,                275951,                275951,,                -59384,                 24878,             19859509,                              0,              2062557,             21922066,,              2562682,                294044,             10466019,,                              0,                110949,,                              0,,                              0,              7374813,                458291,              1846412,,                -59384,                              0,                              0,,                              0,,                              0,,                              0,
2352,2012年06月30日,,,,              9704992,,                377464,,              1946271,,             10473289,,              2669522,,              1187374,,                 92348,,             15135823,,                              0,,              1640316,              3594816,              5235132,             46822215,,,                964375,,             16146182,,             19981548,,              1424109,,                206949,              1625230,,,                988219,              2821953,,                297106,              4107278,             44455671,,,,,,,,,             19124644,,              2735058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        996000,,,,             91277886,,,,             11152358,,                 61531,,             19124644,,              2735058,,              7863106,                  3663,,                480883,,,              2105616,                726613,              2832229,             44253472,,,             20726428,,              1045067,              1045067,,                239232,,,                963847,                963847,                311550,              1275397,             23286124,             67539596,,,,             19667820,             19667820,,,,,,                              0,,,              1406006,              1406006,              1406006,,                365303,                 27051,             21412078,                              0,              2326212,             23738290,,              2669522,                297106,             11152358,,                              0,                 61531,,                              0,,                              0,              7863106,                480883,              2105616,,                365303,                              0,                              0,,                              0,,                              0,,                              0,
2352,2012年03月31日,,,,             11321598,,                503239,,              2094174,,             10587568,,              2349495,,              1650534,,                 21281,,             13302918,,                              0,,              1655900,              4029901,              5685801,             47516608,,,              1073838,,             17085866,,             19852257,,                840125,,                215351,              1612707,,,              1025977,              2917702,,                363251,              4306930,             44987074,,,,,,,,,             19465324,,              1683710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,            996,,,,             92503682,,,,             10345035,,                137836,,             19465324,,              1683710,,              7079597,                 18997,,                631788,,,              1766544,              1004116,              2770660,             42532452,,,             22350233,,              1002935,              1002935,,                102139,,,                966112,                966112,                426955,              1393067,             24848374,             67380826,,,,             19667820,             19667820,,,,,                              0,                              0,,,              2483794,              2483794,              2483794,,                423755,                 26719,             22548650,,              2574206,             25122856,,              2349495,                363251,             10345035,,                399505,                137836,,                              0,,                              0,              7079597,                631788,              1766544,,                423755,                              0,                              0,,                              0,,                              0,,                              0,                399505
2352,2012年01月01日,,,,             12349895,,                488388,,              1681960,,             10212208,,              1701450,,              1725872,,                 38500,,             14749530,,                301372,,              1439722,              3248908,              4688630,             47937805,,,                593258,,             18222668,,             20541502,,                757298,,                199609,              1579529,,,                205555,              3034239,,                285673,              3525467,             45419331,,,,,,,,,             19840502,,              2115369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        997000,,,,             93357136,,,,              7474224,,                 58123,,             19840502,,              2115369,,              8668828,                  9184,,                481095,,,              2752866,              1478422,              4231288,             42878613,,,             23118048,,              1159378,              1159378,,                240208,,,                968358,                968358,                499815,              1468173,             25985807,             68864420,,,,             19667820,             19667820,,,,,,                              0,,,              2077907,              2077907,              2077907,,                -17201,                 27525,             21701001,                              0,              2791715,             24492716,,              1701450,                285673,              7474224,,                              0,                 58123,,                              0,,                              0,              8668828,                481095,              2632195,,                -17201,                301372,                120671,,                              0,,                              0,,                              0,
